"word","BBC","CNN","FOX","MSNBC"
"olympic","3","16","17","15"
"medalist","0","5","4","2"
"uses","0","17","24","4"
"viral","0","21","29","8"
"moment","8","114","25","23"
"tokyo","2","5","0","4"
"pay","61","121","104","48"
"difference","5","4","3","25"
"makers","1","6","0","0"
"ol","6","4","30","25"
"coverage","2","65","53","32"
"provided","3","10","2","76"
"ma","0","15","172","20"
"equal","0","17","0","6"
"housing","28","13","4","13"
"insurer","0","2","0","1"
"X2o19","39","42","15","55"
"saturday","55","86","21","108"
"legislative","0","42","4","36"
"christi","0","38","0","0"
"boris","50","41","3","12"
"paul","11","121","68","48"
"sanchez","0","35","2","7"
"chaotic","3","34","72","15"
"voice","0","93","32","13"
"samuel","0","4","0","1"
"speak","10","133","81","111"
"morning","8","55","53","232"
"passing","2","39","15","41"
"join","13","22","16","77"
"slim","0","9","3","6"
"margin","5","12","5","16"
"going","35","270","82","92"
"X2o22","29","148","64","138"
"midterm","0","2","13","24"
"elections","81","142","20","210"
"rachael","0","12","0","2"
"bade","0","10","0","0"
"politico","0","32","11","95"
"playbook","0","20","3","17"
"co.author","0","25","1","13"
"family","19","429","246","123"
"kids","2","430","200","315"
"can","117","318","91","266"
"sex","49","35","25","43"
"cure","0","40","5","157"
"hiv.1","0","16","0","36"
"aids","0","29","2","43"
"antiviral","0","48","3","21"
"cut","22","65","11","107"
"severe","4","173","34","83"
"illness","5","11","4","10"
"walgreens","0","7","11","4"
"begin","19","68","11","116"
"vaccinating","20","33","5","13"
"X5.11","0","154","18","145"
"year","200","126","252","163"
"olds","69","2","1","11"
"battles","4","32","9","39"
"continue","56","47","49","168"
"nyc","6","341","180","226"
"employee","1","40","8","10"
"dermot","0","6","1","0"
"shea","0","5","2","0"
"nypd","0","59","69","8"
"commissioner","24","111","26","37"
"average","3","93","66","50"
"reduction","2","8","1","7"
"eye","1","31","33","81"
"bulging","0","3","1","7"
"X33","1","9","4","18"
"mm","2","3","6","10"
"mcmichaels","0","2","0","2"
"jurors","0","38","0","8"
"X..7","349","22","222","21"
"jurqr","0","4","0","0"
"picked","5","39","0","2"
"killing","16","164","31","42"
"juror","0","82","0","19"
"elie","0","66","0","3"
"honig","0","55","0","0"
"asst","0","74","26","28"
"southern","12","35","86","37"
"district","5","130","22","74"
"illinois","0","6","13","14"
"teen","33","86","38","47"
"X3","52","244","272","272"
"protesters","22","130","39","112"
"X2","54","269","471","252"
"argues","0","39","11","24"
"self.defense","0","27","6","4"
"kenosha","0","25","0","7"
"joey","0","17","13","0"
"jackson","2","50","25","17"
"companies","68","86","37","94"
"struggle","1","86","27","61"
"stock","8","26","10","0"
"shelves","1","3","44","1"
"scrambling","0","18","9","5"
"store","7","26","55","6"
"advent","0","1","0","0"
"fishing","5","3","2","0"
"calendars","0","1","0","0"
"stores","2","13","9","6"
"macguidwin","0","1","0","0"
"operations","4","12","4","24"
"officer","63","194","83","84"
"catch","4","5","20","10"
"co","0","42","55","71"
"ships","0","8","69","19"
"wait","14","28","30","27"
"offshore","18","6","0","1"
"unload","0","1","3","1"
"backlog","7","16","43","18"
"prepare","6","38","12","72"
"wet","0","1","0","0"
"southeast","9","10","1","1"
"rainstorm","0","1","0","0"
"wind","0","6","7","3"
"unleash","0","3","8","4"
"isolated","1","4","0","0"
"flash","17","85","11","11"
"flooding","16","181","32","42"
"heavy","18","64","6","10"
"rain","10","57","8","10"
"drench","0","1","0","0"
"coastal","0","7","1","2"
"brace","5","45","14","41"
"floods","5","87","4","17"
"mauled","0","4","1","0"
"grizzly","0","1","3","0"
"bear","0","10","11","3"
"shares","5","37","13","38"
"story","1","17","54","69"
"survival","4","5","4","8"
"rainstorn","0","1","0","0"
"information","11","128","47","67"
"ask","6","124","54","48"
"studies","16","48","17","47"
"trelegy","0","61","19","85"
"improved","0","17","7","23"
"lung","5","37","6","22"
"function.","3","15","13","11"
"vs","6","44","50","60"
"mav","0","33","24","1"
"vary","0","86","49","105"
"ellipta","0","4","3","8"
"developed","26","6","3","10"
"collaboration","0","4","3","7"
"chaqtic","0","13","3","2"
"lina","0","3","1","0"
"hidalgo","0","3","1","5"
"harris","5","137","144","65"
"county","2","188","110","171"
"mcmorris.santoro","0","7","0","0"
"fighting","15","50","66","85"
"mandates","1","654","429","303"
"atrial","0","2","0","4"
"fibrillation","0","6","0","11"
"afib","0","2","0","11"
"y","102","26","201","181"
"acriimatica","0","1","0","0"
"employers","7","24","7","22"
"christine","0","52","0","2"
"romans","0","34","0","0"
"business","46","61","113","32"
"analysts","0","31","4","7"
"mark","11","156","141","120"
"zandi","0","12","0","3"
"economist","3","24","7","8"
"moodys","0","33","0","3"
"analytics","0","14","0","3"
"jobless","0","45","4","12"
"rate","25","108","30","79"
"X46","6","64","17","19"
"inflation","13","99","233","31"
"concern","16","30","22","17"
"start","45","169","22","75"
"pandemic","85","333","48","250"
"power","98","309","121","211"
"grid","3","4","0","8"
"threats","5","133","106","308"
"adults","18","213","88","192"
"newly","0","49","5","7"
"diagnosed","2","21","1","6"
"non.small","0","20","1","0"
"cell","14","38","1","0"
"cancer","100","113","13","60"
"spread","20","66","10","52"
"tests","89","109","45","82"
"pd.l1","0","20","1","0"
"abnormal","0","15","1","31"
"egfr","0","15","0","7"
"alk","0","15","1","8"
"gene","0","19","3","9"
"opdivo","0","29","1","0"
"feds","0","41","18","12"
"pennsylvania","27","85","8","67"
"drone","36","89","116","103"
"targeted","12","50","12","25"
"sub.station","0","3","0","0"
"marty","0","33","39","7"
"edwards","0","7","3","8"
"dhs","0","232","132","119"
"parade","0","21","10","0"
"celebrates","0","18","31","7"
"atlanta","0","43","12","25"
"braves","0","41","30","21"
"X15t","0","55","18","23"
"series","16","87","67","54"
"X26","8","23","6","32"
"X.christi_paul","0","8","0","0"
"X.boris_sanchez","0","8","0","0"
"thea","0","1","0","0"
"mary","0","48","4","18"
"care","1056","193","89","175"
"columbia","0","16","0","20"
"rving","0","2","0","0"
"sausage","0","1","0","0"
"ports","3","37","72","50"
"transit","0","13","4","3"
"clean.up","0","3","2","0"
"vehicles","1","22","3","6"
"safety","11","196","63","117"
"comn","0","2","0","0"
"X42b","0","2","0","0"
"X39b","0","3","1","0"
"la","96","184","178","373"
"X15b","0","1","1","0"
"X11b","0","2","0","0"
"conor","0","5","8","0"
"lamb","4","1","0","1"
"pollster","0","2","3","4"
"misjudging","0","1","0","0"
"voters","13","331","205","252"
"neil","4","13","5","4"
"newhouse","0","1","0","0"
"co.founder","14","10","13","39"
"public","53","317","95","236"
"strategies","0","4","1","1"
"professors","0","7","0","2"
"X.1","0","17","5","10"
"pharmacist.recommended","0","14","0","0"
"nasal","1","16","3","46"
"strip","0","14","3","1"
"u","99","22","132","204"
"florida","5","317","141","169"
"reverses","0","4","1","6"
"testimony","2","52","35","83"
"kenneth","0","12","0","4"
"nunn","0","1","0","0"
"law","191","649","160","1134"
"school","128","585","425","535"
"jeopardy","0","51","33","7"
"mandated","0","7","1","0"
"schoolchildren","9","1","0","10"
"offit","0","31","0","1"
"member","31","221","128","181"
"fda","0","800","131","625"
"advisory","5","72","28","101"
"gets","11","114","60","70"
"speaks","1","266","64","121"
"survey","24","58","35","40"
"tweets","1","12","7","6"
"maintenance","12","48","24","66"
"medication","0","65","34","64"
"used","35","207","87","170"
"treat","1","100","25","254"
"innoviva","0","3","0","5"
"human","13","194","50","70"
"services","25","110","89","158"
"just","34","171","45","68"
"started","14","16","4","10"
"progress","4","69","16","62"
"looking","15","57","22","39"
"shovels","0","2","0","3"
"rebuild","3","24","2","17"
"america","30","174","606","174"
"vast","0","9","0","7"
"majority","7","59","28","60"
"require","9","95","8","48"
"college","24","102","61","45"
"degree","1","11","0","6"
"reduce","15","21","5","61"
"child","29","135","49","86"
"poverty","9","18","1","16"
"X5o","22","138","15","122"
"affect","7","14","16","15"
"taxes","16","34","31","56"
"less","27","49","22","67"
"X4ook","0","2","4","8"
"blue.collar","0","7","0","13"
"blueprint","0","10","0","18"
"increase","94","62","24","51"
"deficit","2","14","3","1"
"single","11","22","20","21"
"penny","6","11","0","5"
"message","5","88","51","21"
"weeks","29","268","56","125"
"something","7","38","4","9"
"done","4","163","17","63"
"cant","15","99","64","51"
"want","26","190","87","86"
"process","6","23","29","16"
"feel","8","79","17","14"
"confident","9","26","6","43"
"well","33","90","31","30"
"build","17","74","51","226"
"better","30","101","36","253"
"peqple","0","59","0","2"
"understandably","0","2","2","0"
"worried","4","46","18","49"
"theres","17","25","5","16"
"way","35","79","36","71"
"pete","0","81","73","42"
"buttigieg","0","43","64","25"
"transportation","0","33","34","15"
"weve","4","15","2","23"
"give","28","90","91","81"
"real","3","88","70","52"
"folks","0","12","0","0"
"chance","10","22","10","10"
"people","417","575","151","320"
"buttigiegs","0","2","0","0"
"newborn","0","5","0","1"
"son","5","95","82","10"
"home","135","402","236","132"
"stay","6","69","20","51"
"featured","7","7","4","8"
"pedialyte","0","4","0","0"
"pi","3","4","4","1"
"sports","33","46","53","30"
"drink","10","7","0","27"
"admin","0","181","346","176"
"requirement","2","10","13","81"
"private","20","85","53","39"
"generation","1","10","6","2"
"arlette","0","37","0","0"
"saenz","0","37","0","0"
"aw","3","76","15","11"
"eva","0","10","0","0"
"mckend","0","9","0","0"
"national","211","616","180","365"
"politics","12","130","47","142"
"focus","32","76","47","83"
"shifts","0","8","6","7"
"ly","12","4","16","36"
"javapal","0","43","0","2"
"scott","6","100","69","31"
"passed","3","50","2","70"
"supply","252","158","468","102"
"sends","22","16","17","35"
"prices","57","147","199","44"
"soaring","4","18","9","3"
"agriculture","0","7","3","12"
"chairman","12","107","58","72"
"rush","0","26","12","21"
"rosa","0","10","1","1"
"flores","0","8","3","0"
"cancel","4","8","40","3"
"night","13","52","75","70"
"cooperating","0","13","3","24"
"X5","28","201","187","205"
"two","145","299","94","156"
"set","131","438","116","313"
"monday","34","69","15","75"
"possible","13","157","33","127"
"side","15","109","77","117"
"effects","4","75","7","85"
"nadine","6","3","0","0"
"burke","0","3","1","6"
"surgeon","3","115","15","24"
"high.profile","0","15","4","13"
"graphic","0","21","5","0"
"committed","1","10","3","13"
"crime","14","32","142","37"
"merritt","0","5","0","1"
"anmaud","0","1","0","0"
"shan","0","3","0","0"
"wu","0","10","7","44"
"continues","15","71","60","87"
"almost","23","63","8","52"
"exclusively","10","7","4","13"
"fmr","0","136","291","762"
"qfficial","0","12","0","0"
"jan","10","1163","33","1642"
"intel","0","25","27","32"
"produced","0","5","2","0"
"lead.up","0","2","0","0"
"learn","0","29","6","15"
"nexansus","0","10","0","0"
"discover","0","4","4","9"
"utopia","0","3","4","1"
"funk","0","3","2","0"
"patient","4","46","33","34"
"survives","1","36","29","36"
"attack","137","241","122","198"
"lake","1","10","8","7"
"tahoe","1","9","5","3"
"cabin","0","2","0","0"
"goggles","0","2","0","0"
"helped","1","58","21","15"
"blind","1","14","9","3"
"see","20","217","93","238"
"laurel.rose","0","1","0","0"
"von","0","2","0","1"
"arron","0","1","0","0"
"hurt","2","49","61","45"
"crowd","0","90","16","39"
"rushes","4","36","1","3"
"near","37","92","31","72"
"mavor","0","48","0","0"
"sylvester","0","6","0","1"
"turner","1","15","0","3"
"candidates","3","76","37","87"
"indeeds","0","14","11","1"
"resume","25","40","34","23"
"database","0","14","11","3"
"nick","1","59","3","6"
"watt","0","19","0","0"
"anti.vax","0","36","7","28"
"flat","0","11","2","0"
"earther","0","1","0","0"
"knew","1","69","30","47"
"spoke","12","29","6","26"
"doctors","3","39","14","30"
"medias","0","4","11","4"
"vaccination","70","200","43","129"
"witch","0","2","1","6"
"hunt","38","41","28","15"
"miss","6","15","17","19"
"sundays","0","5","1","0"
"game","9","123","96","67"
"protocol","30","4","0","6"
"safety.net","0","1","0","0"
"manchin","0","780","147","727"
"objects","0","7","4","5"
"melissa","0","19","0","14"
"boteach","0","5","0","0"
"vp","0","152","119","88"
"income","16","19","49","10"
"careearly","0","5","0","0"
"natl","0","46","35","49"
"womens","75","124","4","87"
"ctr","0","3","1","13"
"impact","54","92","141","167"
"parents","2","204","329","76"
"puts","0","41","23","23"
"X175","0","13","6","4"
"act","18","60","24","163"
"nat","4","2","1","0"
"funeral","0","90","13","24"
"held","62","75","45","101"
"X1398","0","1","0","0"
"wilmington","0","9","2","2"
"X1898","0","5","0","0"
"unknown","0","10","11","4"
"blacks","0","4","0","1"
"supremacists","0","10","1","2"
"nc","0","17","4","48"
"joshua","9","10","8","0"
"halsey","0","3","0","0"
"X123","0","3","0","0"
"ago","7","57","9","24"
"massacre","0","13","3","9"
"laid","0","5","1","2"
"rest","15","19","3","14"
"unmarked","0","2","0","0"
"grave","2","7","1","4"
"bishop","0","3","1","0"
"william","1","192","31","72"
"barber","0","1","0","5"
"il","11","13","59","55"
"co.chair","8","9","17","10"
"poor","10","10","6","23"
"peoples","0","5","4","20"
"campaign","20","237","148","262"
"pharmacists","0","16","7","17"
"recommend","14","177","10","41"
"branded","0","16","9","20"
"supplements","0","47","7","58"
"surprise","0","7","28","3"
"nj","0","266","113","212"
"senate","19","348","309","671"
"winners","2","15","13","9"
"twitter","4","118","36","14"
"pages","0","27","4","3"
"deleted","0","2","2","0"
"offensive","0","5","3","16"
"posts","0","11","6","10"
"resurface","0","1","0","0"
"donate","1","12","89","13"
"sfchc","0","4","0","7"
"newcomer","0","4","0","0"
"apologizes","0","41","18","30"
"past","10","80","32","48"
"media","57","174","326","111"
"selaedin","0","1","0","0"
"maksut","0","1","0","0"
"exec","11","78","17","48"
"dir","0","78","46","104"
"american.islamic","0","1","0","0"
"relations","5","31","61","41"
"meet","33","214","35","243"
"cnns","0","27","31","0"
"X1o","199","159","80","156"
"heroes","4","21","81","20"
"flink","0","1","0","0"
"winner","12","12","1","9"
"islamophobic","0","1","0","0"
"tweet","0","4","13","3"
"things","7","68","8","4"
"heat","7","54","37","70"
"important","7","52","12","31"
"projections","0","5","1","0"
"generated","0","9","0","0"
"planning","52","39","8","39"
"guidance","21","39","6","20"
"centers","0","15","1","4"
"retirement","10","31","44","14"
"analysis","2","37","8","7"
"schizophrenia","0","3","0","0"
"humana","0","9","14","40"
"depends","0","16","11","9"
"contract","8","45","20","9"
"renewal","1","12","14","8"
"limitations","0","12","8","25"
"telehealth","0","8","8","0"
"also","113","113","53","60"
"referred","0","21","9","8"
"virtual","8","22","14","11"
"visits","26","53","32","31"
"telemedicine","0","8","8","0"
"life","16","148","167","115"
"airs","0","51","15","10"
"sunday","44","115","61","33"
"X1op","0","14","0","0"
"etpt","0","38","0","0"
"cabinet","265","6","6","1"
"launch","58","107","9","115"
"tour","3","35","15","33"
"one.on.one","0","157","6","178"
"miamis","0","3","1","0"
"mayor","9","176","140","118"
"live","49","129","158","150"
"mavyor","0","21","0","0"
"francis","9","27","7","10"
"suarez","0","2","1","0"
"miami","0","33","9","15"
"includes","9","24","9","53"
"largest.ever","0","2","0","0"
"all.new","0","2","0","0"
"chevy","0","2","0","0"
"equinox","0","2","0","0"
"rs","30","4","42","45"
"special","9","132","108","80"
"financing","2","11","8","8"
"payments","1","6","59","19"
